1_FEH_TK	19	regions	9	gaps	64.97%	coverage	65
1_FFT_TK	27	regions	10	gaps	71.57%	coverage	65
1_SST_TK	26	regions	12	gaps	76.27%	coverage	65
2cMDE4PCT1_TK	17	regions	7	gaps	65.61%	coverage	65
4C5DP2CMDEK1_TK	19	regions	10	gaps	72.76%	coverage	65
4H3M2EDPR2_TK	6	regions	2	gaps	58.05%	coverage	65
CPT2_TK	8	regions	1	gap	70.31%	coverage	65
DOG_1_TK	10	regions	4	gaps	63.24%	coverage	65
ETR1_TK	23	regions	9	gaps	75.92%	coverage	65
FDPS1_TK	23	regions	7	gaps	89.74%	coverage	65
FDPS2_TK	15	regions	7	gaps	62.14%	coverage	65
FTC_TK	40	regions	21	gaps	54.78%	coverage	65
FT_TK	17	regions	9	gaps	63.52%	coverage	65
GDPS1_TK	23	regions	9	gaps	81.27%	coverage	65
IPPK_TK	9	regions	2	gaps	77.72%	coverage	65
PMEI_TK	20	regions	7	gaps	80.39%	coverage	65
PPO_TK	13	regions	5	gaps	64.54%	coverage	65
REF_TK	13	regions	3	gaps	80.8%	coverage	65
cluster_4H3M2EDPR_TK	22	regions	5	gaps	82.45%	coverage	65
cluster_CPT_TK	11	regions	1	gap	91.67%	coverage	65
cluster_GGDPS_TK	10	regions	3	gaps	64.99%	coverage	65
e4H3M2EDPS1_TK	29	regions	9	gaps	83.24%	coverage	65
1DDX5PR1_TK	12	regions	2	gaps	84.54%	coverage	70
1DDX5PS1_TK	18	regions	8	gaps	83.28%	coverage	70
1DDX5PS2_TK	20	regions	9	gaps	89.66%	coverage	70
1DDX5PS3_TK	14	regions	6	gaps	72.99%	coverage	70
1_FEH_TK	14	regions	6	gaps	78.17%	coverage	70
1_FFT_TK	17	regions	8	gaps	81.49%	coverage	70
1_SST_TK	15	regions	5	gaps	84.93%	coverage	70
2cMDE24CS1_TK	6	regions	2	gaps	75.06%	coverage	70
2cMDE4PCT1_TK	11	regions	1	gap	85.13%	coverage	70
3H3MC1_TK	8	regions	3	gaps	78.69%	coverage	70
3H3MCR1_TK	8	regions	1	gap	83.29%	coverage	70
3H3MCR2_TK	8	regions	1	gap	78.69%	coverage	70
3H3MCR3_TK	8	regions	2	gaps	89.6%	coverage	70
3H3MCR4_TK	6	regions	2	gaps	62.05%	coverage	70
3H3MCR5_TK	6	regions	1	gap	79.07%	coverage	70
3H3MCS1_TK	9	regions	2	gaps	78.73%	coverage	70
4C5DP2CMDEK1_TK	13	regions	4	gaps	86.11%	coverage	70
4H3M2EDPR1_TK	11	regions	4	gaps	73.82%	coverage	70
4H3M2EDPR2_TK	4	regions	1	gap	57.8%	coverage	70
4H3M2EDPR3_TK	11	regions	4	gaps	72.94%	coverage	70
A20AN1_TK	2	regions	0	gaps	42.31%	coverage	70
ACC1_TK	8	regions	3	gaps	63.16%	coverage	70
ACC2_TK	11	regions	5	gaps	80.07%	coverage	70
ACC3_TK	19	regions	6	gaps	88.41%	coverage	70
ACT1_TK	6	regions	2	gaps	70.55%	coverage	70
ADPATC2_TK	6	regions	1	gap	66.93%	coverage	70
ALS_TK	58	regions	22	gaps	88.83%	coverage	70
ARFA1F2_TK	5	regions	2	gaps	71.01%	coverage	70
C72_TK	2	regions	0	gaps	49.05%	coverage	70
CASP1_TK	5	regions	0	gaps	72.68%	coverage	70
CCT1_TK	4	regions	1	gap	68.13%	coverage	70
CDPK13_TK	10	regions	1	gap	83.5%	coverage	70
CO_TK	7	regions	3	gaps	79.31%	coverage	70
CPIP_TK	6	regions	2	gaps	63.22%	coverage	70
CPT1_1_TK	4	regions	1	gap	57.98%	coverage	70
CPT2_TK	4	regions	1	gap	65.71%	coverage	70
CPT3_TK	4	regions	1	gap	54.28%	coverage	70
CYP716A263_TK	10	regions	4	gaps	79.4%	coverage	70
CYP716D60_TK	13	regions	4	gaps	84.99%	coverage	70
DHDDS_TK	4	regions	1	gap	69.65%	coverage	70
DOG_1_TK	6	regions	2	gaps	81.91%	coverage	70
DREB_TK	5	regions	2	gaps	76.74%	coverage	70
DnaJP2_TK	10	regions	3	gaps	83.09%	coverage	70
EG_TK	15	regions	3	gaps	85.86%	coverage	70
EH_TK	5	regions	1	gap	68.84%	coverage	70
ERF_TK	4	regions	1	gap	70.1%	coverage	70
ETR1_TK	14	regions	6	gaps	73.52%	coverage	70
FDPS1_TK	12	regions	3	gaps	86.08%	coverage	70
FDPS2_TK	11	regions	4	gaps	81.9%	coverage	70
FTC_TK	37	regions	11	gaps	88.76%	coverage	70
FT_TK	15	regions	5	gaps	84.89%	coverage	70
GDPS1_TK	14	regions	3	gaps	88.17%	coverage	70
GGDPS1_TK	6	regions	2	gaps	81.14%	coverage	70
GGDPS2_TK	6	regions	1	gap	71.37%	coverage	70
HSCP70-1_TK	8	regions	2	gaps	74.2%	coverage	70
IPDPI2_TK	8	regions	1	gap	78.77%	coverage	70
IPPK_TK	4	regions	0	gaps	68.6%	coverage	70
MDPD_TK	9	regions	2	gaps	78.77%	coverage	70
MK1_TK	12	regions	4	gaps	83.37%	coverage	70
MLL_TK	3	regions	1	gap	66.92%	coverage	70
MLP28_TK	3	regions	0	gaps	73.47%	coverage	70
OC1_TK	37	regions	13	gaps	86.77%	coverage	70
OC2_TK	32	regions	10	gaps	83.22%	coverage	70
OC3_TK	19	regions	5	gaps	86.78%	coverage	70
OC4_TK	19	regions	4	gaps	89.39%	coverage	70
OC5_TK	28	regions	10	gaps	87.99%	coverage	70
OC6_TK	27	regions	11	gaps	85.02%	coverage	70
PCK_TK	4	regions	1	gap	68.85%	coverage	70
PEC2_TK	8	regions	3	gaps	77.19%	coverage	70
PIRL_TK	9	regions	3	gaps	75.39%	coverage	70
PK1_TK	4	regions	1	gap	50.27%	coverage	70
PMEI_TK	10	regions	4	gaps	75.97%	coverage	70
PMIP1B_TK	6	regions	1	gap	79.32%	coverage	70
PP2A-3_TK	15	regions	6	gaps	81.39%	coverage	70
PPMK1_TK	10	regions	0	gaps	84.4%	coverage	70
PPMK2_TK	12	regions	2	gaps	84.12%	coverage	70
PPO_TK	8	regions	2	gaps	75.5%	coverage	70
PTRP1_TK	4	regions	1	gap	59.62%	coverage	70
PUCP7_TK	7	regions	0	gaps	85.4%	coverage	70
RBP45A_TK	13	regions	3	gaps	81.65%	coverage	70
REF_TK	6	regions	1	gap	73.54%	coverage	70
SAS1_TK	4	regions	1	gap	56.39%	coverage	70
SOC1_TK	17	regions	7	gaps	87.96%	coverage	70
SQE1_TK	14	regions	3	gaps	81.17%	coverage	70
SQE2_TK	13	regions	5	gaps	89.38%	coverage	70
SQE3_TK	13	regions	4	gaps	87.83%	coverage	70
SQE4_TK	12	regions	5	gaps	74.97%	coverage	70
SQS1_TK	16	regions	3	gaps	88.1%	coverage	70
SQS2_TK	14	regions	2	gaps	88.8%	coverage	70
SRPP3_TK	5	regions	1	gap	73.15%	coverage	70
SRPP4_TK	10	regions	4	gaps	84.08%	coverage	70
SRPP5_TK	3	regions	0	gaps	65.88%	coverage	70
SRPP6_TK	4	regions	1	gap	61.05%	coverage	70
SRRP1_TK	2	regions	0	gaps	65.22%	coverage	70
SRRP2_TK	6	regions	2	gaps	77.49%	coverage	70
STKWNK_TK	2	regions	0	gaps	41.74%	coverage	70
SYP124_TK	4	regions	0	gaps	62.41%	coverage	70
TCTP1_TK	2	regions	0	gaps	43.38%	coverage	70
TCTP2_TK	3	regions	1	gap	58.99%	coverage	70
TLP_TK	3	regions	1	gap	60.08%	coverage	70
UCE9_TK	3	regions	1	gap	62.55%	coverage	70
VPE_TK	19	regions	7	gaps	82.77%	coverage	70
cluster_4H3M2EDPR_TK	22	regions	6	gaps	86.42%	coverage	70
cluster_CPT_TK	11	regions	1	gap	91.67%	coverage	70
cluster_GGDPS_TK	10	regions	3	gaps	68.45%	coverage	70
e4H3M2EDPS1_TK	16	regions	7	gaps	80.63%	coverage	70
